0, 0.4367065199114901
10, 0.42820051399262166
20, 0.24824809324479172
30, 0.20912002889251316
40, 0.1311422391941237
50, 0.11681582215994318
60, 0.11040223501843965
70, 0.10638955610183191
80, 0.10345309224499549
90, 0.10111749507226978
100, 0.09916586053672208
110, 0.09748293974661928
120, 0.09600053344833424
130, 0.09467489244639825
140, 0.09347613673036688
150, 0.09238281710438002
160, 0.09137890654030062
170, 0.09045203286226994
180, 0.0895923871799502
190, 0.08879202015345565
200, 0.08804437109895831
210, 0.08734394245610295
220, 0.08668606818394649
230, 0.08606674474108855
240, 0.08548250492877024
250, 0.08493032182730273
260, 0.08440753433923472
270, 0.08391178856359327
280, 0.0834409909841267
290, 0.08299327062136874
300, 0.08256694808894686
310, 0.08216051004065399
320, 0.08177258787882409
330, 0.08140193986912284
340, 0.08104743600622258
350, 0.08070804512167316
360, 0.08038282383486957
370, 0.08007090703083453
380, 0.07977149961182316
390, 0.07948386931864385
400, 0.07920734045572814
410, 0.07894128838399586
420, 0.07868513466940077
430, 0.07843834279410639
440, 0.07820041435262037
450, 0.07797088566768876
460, 0.07774932477094627
470, 0.07753532870169563
480, 0.07732852108410969
490, 0.07712854994890303
500, 0.07693508577032214
510, 0.0767478196933315
520, 0.07656646192926787
530, 0.07639074030110882
540, 0.07622039892194006
550, 0.0760551969922896
560, 0.07589490770377695
570, 0.07573931723805313
580, 0.0755882238513304
590, 0.07544143703593255
600, 0.07529877675128913
610, 0.07516007271765313
620, 0.07502516376656879
630, 0.07489389724277014
640, 0.07476612845276479
650, 0.0746417201558577
660, 0.0745205420938134
670, 0.07440247055574666
680, 0.07428738797517298
690, 0.07417518255645912
700, 0.07406574792818463
710, 0.07395898282116248
720, 0.07385479076908874
730, 0.07375307982997509
740, 0.07365376232669463
750, 0.07355675460512275
760, 0.07346197680849162
770, 0.07336935266670222
780, 0.07327880929944643
790, 0.0731902770320941
800, 0.07310368922338814
810, 0.07301898210407384
820, 0.07293609462566053
830, 0.07285496831858197
840, 0.07277554715908188
850, 0.07269777744420394
860, 0.07262160767431954
870, 0.07254698844266767
880, 0.07247387233142497
890, 0.07240221381386142
900, 0.07233196916217058
910, 0.07226309636059579
920, 0.07219555502350168
930, 0.07212930631806673
940, 0.07206431289129711
950, 0.07200053880108334
960, 0.07193794945104236
970, 0.07187651152890592
980, 0.07181619294823273
990, 0.07175696279323839
